"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"NDUFB3",942.124531793577,0.278130066173035,0.072155886278059,9.92765284249405e-05,0.000201584059296905
"POLRMT",997.568693498501,0.431250893217158,0.0776017614315691,1.89745705737051e-08,5.56661619547136e-08
"TTC4",852.513246281775,0.167022653606502,0.0681231067138329,0.0133980652566641,0.0208320454049174
"PARPBP",550.273084552439,-0.543434799497501,0.0844287352900329,6.80405700060491e-11,2.4607975774221e-10
"SNX7",726.386727597305,-0.0790687571892665,0.0756149410480737,0.290595055619137,0.349547741082856
"ZNF562",609.443948951136,-0.307613021271055,0.0786930530398792,7.66018565713799e-05,0.000157197395587506
"IFT80",561.240126472959,-0.66516068294432,0.0808467067853266,8.01450153151701e-17,4.92506987605877e-16
"TMEM19",598.241203157344,-0.495338071495882,0.0808502015634511,5.5243221523685e-10,1.86693049760018e-09
"RAPH1",496.675355083755,-0.925054812312312,0.0940180413561103,1.47038357774431e-23,1.62319286043548e-22
"ISY1",1046.50557721994,0.521060017692036,0.0636961172941306,1.66674853197994e-16,9.97021352692123e-16
"RGMB",611.070680387456,-0.433484317239345,0.0765761200840032,1.03938681638463e-08,3.11562198223997e-08
"MCTP1",540.826778625462,-0.781886759186635,0.0830711577182523,1.47356465503927e-21,1.3460484714266e-20
"MRTFB",563.253613930704,-0.740559615110093,0.0807438264983365,1.59288253791884e-20,1.33243538689233e-19
"EIF1B",961.703552770791,0.290794262417665,0.0684060475441372,1.79924526059937e-05,3.94408349786525e-05
"MAU2",715.14510444051,-0.0684052482979055,0.0718726216812648,0.336600284121412,0.397519282358571
"UBE2D1",680.406907257637,-0.189426259431798,0.0819037145250405,0.0191854221071889,0.0291199981865269
"DPP7",1208.87036552632,0.650084598352163,0.0759285024626701,4.85207733224729e-18,3.31182487677809e-17
"RNF41",658.761817162472,-0.263199472265672,0.0811084082492279,0.00101878743829106,0.0018497376552404
"WNT5A",544.629032412193,-0.814754846600449,0.0847101948650358,1.84254700815219e-22,1.82913434978402e-21
"LIN28B",538.016826522687,-0.859197828238395,0.0867269922862058,9.30014736850693e-24,1.04113838824388e-22
"UBL4A",924.441749960169,0.238007567666653,0.0761894529770726,0.0015887299985467,0.00281562663564964
"ZNF260",532.886342985675,-0.762515010318959,0.0928953218898957,7.14325177779992e-17,4.40772587989382e-16
"CA12",693.34381952408,-0.264050973517513,0.0796896223488576,0.000798962286060638,0.00146898948986854
"GTF2E2",996.625723160042,0.425646233958975,0.070231679368504,9.50415424894216e-10,3.13653352517644e-09
"WDR59",867.891317251509,0.0914085866929829,0.0678991965742674,0.174533090074618,0.221609258826052
"SYNE2",495.784210876079,-0.983819985446963,0.089503416070021,6.64322473340909e-29,1.20067171520423e-27
"MAGEF1",1008.24152078606,0.455566207955672,0.0667181878813196,5.73144416967477e-12,2.29138962791765e-11
"TOMM7",1139.01560686228,0.48324042206929,0.0968948239293757,3.82532739394259e-07,1.00049874361912e-06
"CTSV",975.598601408233,0.0349217487761284,0.0740002265411797,0.633559700912065,0.686271624038333
"IRAK3",537.058845326151,-0.774802521242471,0.0915860647685846,8.23848491107609e-18,5.53096891021573e-17
"SNX4",685.241497555078,-0.204017655784327,0.0817827094927043,0.0115379169258419,0.0181363856579103
"CDK13",626.079624256097,-0.483188267541699,0.0827523236290284,3.30559648355516e-09,1.04297401552882e-08
"STXBP2",1132.13566010566,0.60278010688658,0.0724155387109876,4.17680996051329e-17,2.63386787841616e-16
"MBTD1",540.334193730046,-0.760073440365013,0.0912227307242813,2.55153585554635e-17,1.64274132502295e-16
"CWF19L1",913.198553823611,0.26410771436083,0.0681657379276135,9.29433927711106e-05,0.000189408112574002
"FRMD8",874.78333778409,0.254826357307649,0.0735677969298286,0.000466875592450113,0.000880839487656369
"LRBA",506.100959882143,-0.713347109344112,0.082372153817202,1.73754020925672e-18,1.22626922975301e-17
"PHF1",930.154385272198,0.25288096163111,0.0779606499271668,0.00103510018767398,0.00187657951306384
"ANKHD1-EIF4EBP3",691.644545568479,-0.514562902534841,0.115434462093191,4.80877098991751e-06,1.11994509461577e-05
"TMEM87A",705.996157581667,-0.314883212722916,0.0792090764805804,5.75757339312136e-05,0.000119607629451503
"TMEM41B",626.459594800497,-0.200189483660903,0.0753633936328674,0.00726179473420464,0.0117527560185204
"PAGR1",972.825371395159,0.396795296686106,0.0696657791927759,9.01942524657575e-09,2.72390032124486e-08
"IPO13",924.56825033351,0.174588342883373,0.0775455770020325,0.0227995365269429,0.0341146561731416
