"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AK1",1588.41098731914,0.989278536815079,0.078353882848787,12.6257755307961,1.52234218112426e-36,1.092090424408e-35
"MRPS18B",1391.50900202504,0.594232519398387,0.0645877947438511,9.2003840935436,3.56672537184418e-20,1.23031066032877e-19
"NISCH",1277.8655868404,0.32909893973362,0.0650478923779177,5.05933286541567,4.20725863084747e-07,7.87606749515692e-07
"MFF",1325.06528037022,0.14824973719367,0.0692691005631354,2.1402001179234,0.0323385976553508,0.0418844404206534
"SMAD4",811.227498319105,-0.898721407643547,0.0810270711863215,-11.0916190661383,1.37771335334772e-28,6.93272753766214e-28
"CHERP",1397.87306288828,0.436548396003454,0.0627035137128471,6.96210419726464,3.35227402133534e-12,8.16066562604552e-12
"MED15",1476.69745428027,0.66499446228057,0.0668955652383816,9.94078546030473,2.76637155128093e-23,1.09752519288404e-22
"RAB11FIP5",1101.69740581646,-0.0214518233077198,0.0653622223256882,-0.328199111725872,0.742761119422852,0.770023640737766
"KDM5A",841.232033365934,-0.791161885674665,0.0707683702934371,-11.1795973595853,5.13223034557209e-29,2.62662023864931e-28
"PDLIM4",1470.19722397612,0.888955310010057,0.0811461918185898,10.9549849486148,6.28888227421535e-28,3.06188963520308e-27
"GTF2A2",1340.17242478827,0.2575318203073,0.0679306733320298,3.79109771293658,0.000149982928573805,0.000239126065030106
"FBXO38",888.771297251036,-0.732355554401752,0.0773735799854402,-9.4651889513134,2.93030787118197e-21,1.0575270400649e-20
"NOP16",1439.71878001942,0.704074741660658,0.0655420018925827,10.7423441660292,6.43883898800368e-27,2.9965792891085e-26
"SOX4",876.129493955916,-0.738467467203855,0.0782817510732914,-9.43345616416352,3.96794258781701e-21,1.42287364882118e-20
"ZBTB1",740.794436882658,-1.35216458353566,0.0861596519432473,-15.6937099099045,1.67003336117597e-55,3.01029644983134e-54
"GPATCH4",1429.80561220787,0.602550466872352,0.0632330253990207,9.52904693504803,1.58733765345976e-21,5.80147419040611e-21
"SPRY4",993.65105673058,-0.180410116821745,0.0627814175784145,-2.8736228613572,0.00405793210338427,0.00574338414171203
"ZNF148",787.339396943276,-1.24470119205849,0.0774017308402801,-16.0810511411813,3.46450312438287e-58,7.10854964776492e-57
"ALS2",762.314111866513,-1.06091601774509,0.076187847366009,-13.9250031917612,4.46521556290215e-44,4.53610799960436e-43
"SLC25A37",1148.3352758517,0.0683958866039612,0.0613529292355585,1.11479415011078,0.264938643880419,0.302617312269842
"ZNF512",928.292751031866,-0.566437111210732,0.0675617066387705,-8.38399648841435,5.11603202337441e-17,1.54993409483013e-16
"UPF2",786.525548225223,-1.05390645660349,0.0871194261671992,-12.0972612305875,1.09193652043881e-33,6.90179539440278e-33
"OSGIN2",885.649651928839,-0.83740798743497,0.074766143445911,-11.2003635447746,4.06063701715545e-29,2.08530469260615e-28
"DDA1",1338.58038084583,0.609683304088415,0.0713765281856073,8.54178985146204,1.32158612925009e-17,4.09895114426957e-17
"CNOT3",1421.44585339999,0.667279931845003,0.0722285690709812,9.23844872503631,2.50096674593535e-20,8.70470534593276e-20
"USP36",1177.3799310854,0.0770604484207356,0.0607271977428051,1.26896104686249,0.204454957432081,0.237776413152772
"HAUS2",967.125554360809,-0.469244729934881,0.0667431668911814,-7.03060330805013,2.05642397262294e-12,5.04337512341187e-12
"PNPT1",919.980383006853,-0.771310359415459,0.075995526944437,-10.1494178727044,3.33345817639725e-24,1.3767212860061e-23
"ZHX1",715.207617170448,-1.35574489555629,0.0925677744367876,-14.6459705205735,1.42945440202147e-48,1.85567921939345e-47
"AGPAT3",1170.18797609941,0.0396473772132701,0.0618581154359798,0.640940593385894,0.521561280663886,0.562024012310889
"TNFRSF10D",1076.70801064346,0.0724543256907704,0.0643870941045347,1.12529268013149,0.260465030522474,0.297885504200247
"ADCY6",1050.76469235516,-0.100406923887735,0.0623040094233229,-1.61156440519779,0.107056761605811,0.129688051901305
"POLD1",1374.22915842833,0.513910626144715,0.0658264851857528,7.80704946792364,5.8542296862182e-15,1.62129138448476e-14
"POMGNT1",1403.41155834785,0.581623524910353,0.0607888946622001,9.56792401214723,1.09073764176251e-21,4.01364101974262e-21
"SREBF2",1149.28571164347,-0.0572923934858351,0.0713548125513802,-0.802922626201012,0.422019457363523,0.463905283656157
"ATAD1",785.952565146519,-1.06609281445194,0.0778687678739639,-13.6908910152205,1.15089253726929e-42,1.09578280293884e-41
"SH3PXD2B",901.172024543942,-0.378430694767417,0.0678175863028382,-5.58012626809721,2.40344043645091e-08,4.80794922692602e-08
"TIMM50",1597.76011936932,0.855218222929203,0.0693773851940565,12.3270460617254,6.47781293589105e-35,4.31673013067448e-34
"PNKD",1628.77704829296,0.902672513669209,0.0684117089755019,13.1947078531901,9.41190418087836e-40,7.86324989765091e-39
"PNRC1",1159.68815746877,-0.185260712397639,0.065776413483155,-2.81652195045695,0.00485467254565412,0.00682810022282282
"NFKBIA",1288.43792683636,0.235456386202721,0.0600357618726779,3.92193550740757,8.78405062832525e-05,0.000142283704298763
"ETV3",960.290670704524,-0.485076266621873,0.0757369131486131,-6.40475359313949,1.5061242306564e-10,3.382828687089e-10
"PARP10",1617.95574404777,0.925039704313829,0.0692497236309334,13.3580273799189,1.06345105058347e-40,9.23321712792765e-40
"LAMTOR5",1471.40070314633,0.641408044947107,0.0630270532562831,10.1767100286125,2.51935407770688e-24,1.04400857590917e-23
"SLC39A9",943.462252216474,-0.545374488732456,0.0664089991701618,-8.21235819764467,2.16886122156412e-16,6.40179172547817e-16
"LRRC42",1254.85577529813,0.257288052623349,0.0624293200768883,4.12126949815361,3.76790341917097e-05,6.2586692989945e-05
"ZNHIT6",1017.45538978813,-0.694129758294765,0.0818266846600728,-8.48292658047118,2.19599237504348e-17,6.73973472504253e-17
"DYNC1LI1",1145.19626754021,-0.250574152385067,0.0640816195523922,-3.91023438757194,9.22066038251856e-05,0.000149105444753124
"IDI1",1414.62472362468,-0.246304002314348,0.0652088470418673,-3.77715622170423,0.000158629239217371,0.000252613040655075
"MTBP",825.244250169613,-1.26771510263264,0.0843141103903327,-15.0356221131166,4.28999043778202e-51,6.2547689957338e-50
"FBXL19",1336.75932568199,0.487183020189814,0.0744186735107726,6.54651577630298,5.8894930322616e-11,1.3532002285324e-10
"FBN1",710.254612293864,-1.12611525095159,0.0856786331041224,-13.1434782530093,1.85499887790517e-39,1.52989247712875e-38
"EPS8L2",1402.54407581925,0.722058778855892,0.0816774070764209,8.84037342395434,9.53992106293261e-19,3.1058228664252e-18
"GRSF1",1165.72547662384,-0.120325571193746,0.065457205810887,-1.83823262394334,0.0660281344290542,0.0822139484392383
"ERCC1",1511.38236286591,0.766456464741424,0.0619112121243051,12.3799298776857,3.35635921795419e-35,2.26231681485769e-34
"PITPNM1",1079.08600840486,-0.0267215673801567,0.0790417009034645,-0.338069235286224,0.73531101370903,0.762885883046616
"TRIP6",1650.21360899113,1.10529789218781,0.0816648035247403,13.5345686817572,9.77545244217197e-42,8.85760962562173e-41
"ERCC6L",902.424525703448,-0.944068726863287,0.0880739134428783,-10.7190505106325,8.28494485547317e-27,3.83590673846856e-26
"VEGFA",968.75829547727,-0.276724792001785,0.0664904824422449,-4.16187071949966,3.15651046097155e-05,5.26709278625349e-05
"EMC2",1142.36849688367,-0.253183359105654,0.0706086231084642,-3.58572859743676,0.000336138405311029,0.000521844668333901
"VPS33A",1164.65031378761,-0.0605664028764752,0.0628204035947083,-0.964119926182343,0.334985803666753,0.375853347902005
"SYNRG",917.494547214064,-0.634930752577276,0.0713321167605761,-8.90105020587571,5.53207266569065e-19,1.81326810049744e-18
"TMED8",890.156381653095,-0.939825688162838,0.075467829918431,-12.4533286458434,1.34132038933623e-35,9.19713894181229e-35
"CDC34",2037.01772294404,1.29449590810175,0.0773592402488437,16.7335654271902,7.46336965915873e-63,1.93032478483337e-61
"MRPS5",1559.02388423067,0.69747605738654,0.0634346606715132,10.9951885925317,4.03070033499059e-28,1.98245847805858e-27
"AAK1",1073.34524660636,-0.134040463648264,0.0650256924986457,-2.06134619252314,0.0392700242775757,0.0503738335174869
"PEPD",1301.17766552661,0.392551554552654,0.0618887112159971,6.3428619992201,2.25535446889208e-10,5.0238476628464e-10
"LRRC47",1600.37878367406,0.699340265294945,0.0689013405627875,10.1498789367917,3.31774731652213e-24,1.37065197430738e-23
"SRPK2",699.80799442241,-1.40472381652111,0.0880413212890288,-15.9552786799913,2.61802447037388e-57,5.14497065131263e-56
"PLRG1",1125.22501064014,-0.235570729580938,0.0658565881411822,-3.57702602321162,0.000347525587978478,0.000539055947070017
"TMX2",1190.70228763297,0.28488114254617,0.0623244549443026,4.57093676632647,4.8554879245682e-06,8.55572206598737e-06
"HAUS1",1561.90337571148,0.434651260108991,0.0646477030405098,6.72338288394606,1.77553205006979e-11,4.17475761198054e-11
"TADA2B",1036.85784256865,-0.234430887594216,0.0655431569306228,-3.57674086163351,0.000347904753312056,0.000539582087819192
"POLR2L",1938.90598577775,1.36297536030723,0.14232614862229,9.57642269885585,1.00464459965545e-21,3.704918530442e-21
"SMURF1",1055.02035298335,-0.0904648158915565,0.0677662294821985,-1.33495424760678,0.181891321280454,0.213132679101494
"ZNF496",1136.79495644907,0.0137464181822536,0.0633840412785323,0.216875066735598,0.828305709024743,0.848221736767526
"ARMC1",873.405499021342,-0.96374344122252,0.0833668659267384,-11.5602695448506,6.55028557982021e-31,3.64983101994026e-30
"UBE2E1",805.815819297395,-0.93990836173876,0.0817525395011089,-11.496992845415,1.36591742507056e-30,7.48123779143107e-30
"CCZ1",1298.10520491998,0.201172114403907,0.0602500244788912,3.33895489908702,0.000840942164508286,0.00126094626421883
"TVP23B",937.835732693062,-0.736935882574772,0.0759425945282146,-9.70385443311371,2.90319138343242e-22,1.09700495011814e-21
"DYNC2I2",1944.66417249659,1.21348818240681,0.0832268355950811,14.5804916614964,3.73814806112537e-48,4.75671413508516e-47
"CETN2",1422.44490292255,0.533416884886701,0.0778353402585459,6.85314515379323,7.22437134135647e-12,1.73428587268232e-11
"DHX37",1139.47074558638,-0.0227567542074915,0.0686897133913636,-0.331297847726246,0.74041951686826,0.767713992568803
"NR1D2",713.244276252403,-1.52320571005731,0.081536251787797,-18.6813310234267,7.02455354568636e-78,4.43170548693045e-76
"TBL1X",998.824487316023,-0.371566955089919,0.0647938387261241,-5.73460320294479,9.77408960578013e-09,1.99636889209739e-08
"PPP1R26",1143.48577954193,0.129214022193805,0.0619022169650202,2.08738924918992,0.0368529629901854,0.0473949183968845
"TYW3",864.829272642591,-0.954774307353955,0.0892794878938675,-10.6942180099527,1.08329568570439e-26,4.99677999750427e-26
"DCTD",1236.45965330706,0.0862090692098891,0.0631850526230749,1.36439024153643,0.172444777538252,0.202785205255983
"CELSR2",915.323863877601,-0.483640468974274,0.0718108748106748,-6.73491961000842,1.64020594048988e-11,3.87072546802199e-11
"ORC4",1081.41982191703,-0.270258691717625,0.0627115570085659,-4.30955161391878,1.6358587778003e-05,2.78789817711208e-05
"ECD",1099.82376273746,-0.11108264053763,0.0616781634919863,-1.80100434657175,0.0717021948728307,0.0888691208095187
"FBXO7",1527.99906853604,0.602568109623518,0.0591365536915424,10.1894356706434,2.21043591217732e-24,9.18814508937994e-24
"IMPDH1",1581.76979086464,0.826302878160109,0.066487589497,12.4279265410486,1.8435423579917e-35,1.2570538068306e-34
"FAM104A",1144.37012919168,0.0426263692048217,0.0658509938434606,0.647315503030251,0.51742776992853,0.558104363809625
"TNIP2",1617.59825817188,0.8255752020337,0.0687783053899584,12.0034245879259,3.40893463327262e-33,2.10732721995483e-32
"KCNJ16",751.764497239472,-1.4007361162,0.0928427919169059,-15.0871821848449,1.96663456335305e-51,2.91135232892867e-50
"RSPRY1",925.079178214172,-0.91036342713155,0.074850837727332,-12.1623679142756,4.93083789355858e-34,3.17005916194926e-33
"ERC1",829.409362646837,-0.826198292772351,0.0706839074026648,-11.6886335678325,1.45712059404581e-31,8.35708799499255e-31
"AGO1",1025.03142454573,-0.429532246070064,0.0655359905629318,-6.55414288210994,5.59623656542283e-11,1.28691517407211e-10
"UBE2J2",1553.43680792202,0.679386080765187,0.0648717264030715,10.4727609150389,1.15232217941638e-25,5.07585701282236e-25
"CMAS",1193.53552718778,-0.0940440545933733,0.0705128858636957,-1.33371444724535,0.182297458169848,0.213571501453586
"PCGF5",784.950388632025,-1.48352025164267,0.0835274980592924,-17.7608606280723,1.42039852470883e-70,5.97408114706976e-69
"NDUFB11",1925.36557893436,1.30679535410323,0.0901393959624347,14.4974940219017,1.25654158555598e-47,1.55495581545291e-46
"IPO4",1334.71655194799,0.383894706385426,0.0696684546874291,5.51030890677551,3.58204502663422e-08,7.09004396783296e-08
"INTS7",1053.36111227969,-0.593533430605331,0.0686191687193593,-8.64967386930585,5.16468129536177e-18,1.63451388112235e-17
"CREB1",901.705175146492,-0.995092023600057,0.0777203594925208,-12.8034922907918,1.56740574242012e-37,1.18618525383487e-36
"MSI2",866.777069168233,-0.881453985140841,0.0772396450802657,-11.4119372794224,3.64519107023104e-30,1.96148763009921e-29
"TNS3",1000.24151614941,-0.437949417292165,0.0717428240907278,-6.10443515212509,1.0316486529314e-09,2.22248100578056e-09
"DZIP1",1001.88036049951,-0.622875978654612,0.0721433544835391,-8.6338649361908,5.93130296486085e-18,1.87274371675833e-17
"RBM34",1336.18332982865,0.102031855235419,0.0618171776801502,1.65054211571004,0.098832106803616,0.120191370982569
"NAPA",1651.7593764681,0.799631941928215,0.0595873983620089,13.4194806940596,4.64959920241688e-41,4.08154998906569e-40
"GNE",938.351168038464,-0.688358805807288,0.0769095239645654,-8.95024140475029,3.54705788056317e-19,1.1723091418723e-18
"GOLIM4",766.04870719361,-1.4783420391592,0.0891423025570863,-16.5840683575845,9.08638186559694e-62,2.22237756462725e-60
"UNC119B",1083.53625848499,-0.260138916999454,0.065475412757393,-3.97307792412627,7.09498253168772e-05,0.000115575964237833
"TBCB",1752.43339325317,1.01744002648106,0.0753084648730949,13.5103009760667,1.35964451460499e-41,1.22540457888398e-40
"BRIP1",905.131089519461,-1.10792820657449,0.0803826979869105,-13.7831677005281,3.21834516856296e-43,3.12371517762534e-42
"MMP24OS",1731.71027220236,1.13258131443977,0.0841657405982755,13.4565597164481,2.81731091454313e-41,2.48930069746379e-40
"NDUFS2",1446.0855018719,0.549082103056417,0.0598974207587158,9.16704085253152,4.86181561689621e-20,1.66851481046558e-19
"GATC",996.46934593985,-0.424104959919116,0.0647684654804348,-6.54801617999162,5.83064038000588e-11,1.34013407848926e-10
"IVD",1298.75936346543,0.247374164762777,0.0588232035309015,4.20538409868861,2.60639130929518e-05,4.37509499773645e-05
"FBXO22",957.664519788302,-0.640839820683777,0.069828241960599,-9.17737297532674,4.4173609050432e-20,1.51636891886571e-19
"DROSHA",1050.87656111891,-0.0781249689297975,0.0731047082853913,-1.06867219310701,0.28521740557647,0.324211702165839
"RBM28",1281.43497863251,0.0514148619883193,0.0643258450706136,0.799287781324579,0.424123562180293,0.465801042300182
"EHMT2",1392.2476767053,0.40328796890998,0.06288091868982,6.41351903427693,1.42198351550062e-10,3.19810085670062e-10
"E2F1",1587.79075450751,0.719021685067542,0.0657972842860218,10.9278322482421,8.48511935560278e-28,4.09913960520258e-27
"CDK9",1506.05887091675,0.648805902012376,0.0681965310356061,9.51376693447396,1.83880608467813e-21,6.70240846361754e-21
"RFC5",1132.04414631402,-0.448564339451105,0.0653943754718345,-6.85937186821675,6.91639821800286e-12,1.6612398566315e-11
"RASSF3",914.294529397764,-0.812902439721611,0.0722727166652576,-11.2477083639556,2.37687403496631e-29,1.23328886802768e-28
"HIP1",907.522078473806,-0.536347827371888,0.0680729621170129,-7.87901408565036,3.29974300820585e-15,9.24078621733815e-15
"NKIRAS1",1225.94081145252,0.0589069607823209,0.0645990947894253,0.911885235765932,0.361829134459575,0.403456817338843
"MTA1",1332.17079608173,0.443555363141949,0.0763623587031102,5.80856027334686,6.30123451972087e-09,1.30200439624658e-08
"MMGT1",943.041893714472,-0.587024140938325,0.0712855881658318,-8.23482215749879,1.79824571028965e-16,5.33467706759407e-16
"PIGN",723.797279217061,-1.39755878035896,0.0916620082207641,-15.2468706227011,1.72714703987781e-52,2.69886715108685e-51
"NEK2",1029.31825515363,-0.541570689138612,0.0657374139651093,-8.23839357943187,1.74538211689346e-16,5.18126736151686e-16
"EMC7",1313.40797654199,0.429438762735685,0.0585350961853523,7.33643217012679,2.19362905952256e-13,5.65734210747166e-13
"LIG1",1464.59721468305,0.512512337275629,0.062736755064357,8.1692516093617,3.1030837805599e-16,9.09766213275553e-16
"SNRPF",1778.63202452678,0.980481247964765,0.0722035617975055,13.5794027822965,5.30572850740221e-42,4.86634786538296e-41
"CHM",663.916791482721,-1.78509167075271,0.0929541581087043,-19.2040001983036,3.42657924873611e-82,2.87343145572585e-80
"AEN",1308.43368752289,0.455045802868288,0.0642354541419205,7.08402873377246,1.4002285532061e-12,3.46807662756111e-12
"BBS2",1067.80088348342,-0.306168244330705,0.0667492516447241,-4.58684160176505,4.50001832192813e-06,7.94699115295639e-06
"STK11",1456.77651932735,0.651691185033413,0.0696562059403078,9.35582373797222,8.29507930802026e-21,2.93941904823049e-20
"ELF1",650.144751625808,-1.92620113939307,0.109991359424324,-17.512295051852,1.15444327055296e-68,4.1016154199304e-67
"STX6",1071.97915986488,-0.279597722799185,0.0635513178892814,-4.39955821665725,1.08471475848355e-05,1.86795075947531e-05
"LMBR1",774.940094296122,-1.35337982660227,0.0830394334824035,-16.2980378098202,1.01911671675254e-59,2.23361928455779e-58
"SLC25A44",1188.76940608871,0.125161027501255,0.0628102220562855,1.99268563943454,0.0462958808617622,0.0589661025957218
"PPP1R7",1669.1354167309,0.745688367286396,0.0617231317246445,12.0811816648095,1.32797422484952e-33,8.36629958455129e-33
"MPDZ",646.538301976492,-1.93135119298845,0.179010478560444,-10.789039884815,3.87819896877045e-27,1.82437506192926e-26
"TIMMDC1",1620.60141951898,0.678660324844892,0.0574851283084778,11.8058416987965,3.64128872498931e-32,2.13372565434378e-31
"NCOA5",1337.58569601384,0.172941584797825,0.0599526161931164,2.88463783199642,0.00391864179359511,0.00555322586914323
"GTPBP2",1121.88061771278,0.0450415559129556,0.0628355328962912,0.716816645564155,0.473487239484869,0.515029908176379
"MRPL9",1667.51932944807,0.754389687311884,0.0717491726493756,10.5142632236115,7.42589366456511e-26,3.30662896983158e-25
"HBP1",787.698283020926,-1.27548191182806,0.074539085648066,-17.1115851601696,1.21643453734671e-65,3.62540456704589e-64
"TRIM32",982.166320181042,-0.3433274949714,0.0748536154693488,-4.5866521318798,4.50410229636584e-06,7.95316310531458e-06
"SLC35A4",1442.87156969233,0.528105153467707,0.0565116838277104,9.3450613695703,9.18361992524618e-21,3.25001448520966e-20
"IGBP1",1383.32958813331,0.471394409942495,0.0698909567669782,6.74471250285155,1.53330326505998e-11,3.6260513893107e-11
"VOPP1",1382.05929900614,0.386363590001769,0.0599657785519031,6.44306801865923,1.17082190163069e-10,2.64689659978498e-10
"THUMPD1",988.060084705954,-0.757928866627324,0.079106485816186,-9.58112168436439,9.59966324013852e-22,3.54402661758573e-21
"PRKACB",852.47894415088,-1.09423041874091,0.0859445199357582,-12.7318230360566,3.93541711838822e-37,2.91454012700819e-36
"EHBP1",919.543461043082,-0.694629147137581,0.0656728882734393,-10.5771067087134,3.80527744348635e-26,1.7130727163891e-25
"ZNF740",977.595391484487,-0.440693701998485,0.0670541348122368,-6.57220771295466,4.95746384031161e-11,1.14333309374867e-10
"KDM4A",1034.16594329383,-0.349973739846472,0.0653971238050667,-5.35151577750821,8.72205315677444e-08,1.69141682949744e-07
"ATG3",1343.25350294352,0.299657503410418,0.0684765017754766,4.37606325733384,1.20841958058705e-05,2.07594767241452e-05
