"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"MAP4K3",1121.36386116503,-1.08817788252402,0.0799572989216128,3.93310472056836e-43,2.5286117539235e-41
"FGF2",1146.24264735804,-1.18267950346911,0.0818110644254014,1.80111557679885e-48,2.0607509663018e-46
"NSD3",1138.77414570889,-1.08226524570414,0.0650915273346212,5.17318552687974e-63,2.11645993328495e-60
"ZDHHC20",1113.49037733112,-1.04344767773235,0.0865963629418394,2.53431330646413e-34,7.58664389147942e-33
"RBL2",1081.96277309909,-1.10644583616281,0.100278747088763,2.67267030834889e-29,4.98393947969866e-28
"CCPG1",1163.09293111285,-1.21927094901484,0.0871449943555735,1.19146142519538e-45,9.69031367564024e-44
"KIF14",1122.90979856809,-1.15536376993247,0.099506777574302,3.07672250076827e-32,7.47006453361571e-31
"BRPF3",1156.37431907241,-1.14029920704376,0.0915993297768268,1.29158621513012e-36,4.56484436923345e-35
"PPFIBP1",1173.92486902943,-1.20164713635897,0.080016991951451,4.14006298717258e-52,6.42471153905943e-50
"BIRC6",1149.61981043081,-1.14589411463906,0.0827006802334557,1.05725326492932e-44,7.97428845240826e-43
"PIK3C2A",1080.16822797592,-1.29087093622786,0.0912757642621174,1.03747286632299e-46,9.59378162207303e-45
"WASHC4",1205.75634495457,-1.03983514784224,0.0754451623038816,4.32029842433004e-44,3.08615603316825e-42
"SLC5A3",1095.322760121,-1.52785962261551,0.0951527880270227,7.11824542617227e-60,2.23496352322679e-57
"BDP1",1163.38225883999,-1.0773434717248,0.0786528896981485,1.22433437148771e-43,8.43353997421204e-42
"ANKIB1",1194.29325132677,-1.18736976447482,0.100266102150841,1.76883211380553e-33,4.88364056615306e-32
"SACS",1248.77893198945,-1.11449046362028,0.0805910962926422,1.73229825125952e-44,1.27801960056037e-42
"NR3C1",1250.30157950314,-1.10300406701231,0.0665841703875505,1.33092965851696e-62,5.13396609132499e-60
"PTAR1",1205.84218291931,-1.2596633014777,0.0841514373864489,6.75966517653229e-52,1.03707090395866e-49
"ZFYVE16",1325.99638492085,-1.05165843238057,0.0957780159184875,5.93879960155329e-29,1.07913503930782e-27
"PCNX1",1261.64482872026,-1.21401351440281,0.061073916011154,4.5418450860232e-89,6.81327227848881e-86
"HSPA13",1331.3530336417,-1.17041478175897,0.088626018571622,6.58850453758938e-41,3.54388046860535e-39
"ITGA2",1039.02620057884,-2.0088961299201,0.101005194149707,8.63752775097243e-95,1.45769077707349e-91
"BMPR2",1344.48937888115,-1.06052756103304,0.0717702025298246,2.5773875503988e-50,3.58735147607569e-48
"TRHDE",1257.31052152867,-1.1757385911991,0.0772052653949978,1.85314955537282e-53,3.29202265093269e-51
"SEL1L",1368.27609269912,-1.10446393340558,0.0716652000692986,1.46048513753256e-54,3.0335399756657e-52
"FAT1",1369.39745107877,-1.12717056642448,0.0815098787629777,1.65900973134945e-44,1.23067529576642e-42
"CD109",1353.62168193549,-1.28518438275646,0.0710304449958966,1.9058839421488e-74,1.35428100541847e-71
"TNKS2",1403.05386260498,-1.08065875471248,0.0844034761615887,1.79080194895393e-38,7.43926680394675e-37
"SLC30A1",1383.70177409835,-1.28307575726361,0.0744821104917235,8.92877013651189e-68,4.82189302452188e-65
"CHD1",1395.57707399899,-1.15416350890041,0.0848621025631945,3.47122963773589e-43,2.26401310816774e-41
"MED13",1432.49107429527,-1.05895546389426,0.0765037931000751,1.77422072529519e-44,1.30183445718535e-42
"TAF2",1474.10710411904,-1.04326562631128,0.0858918442370998,7.81513466458598e-35,2.41688770319671e-33
"RIF1",1546.11560719837,-1.02327011911342,0.0953441667324105,9.89100051841503e-28,1.62455472018396e-26
"PHF6",1459.96430032219,-1.06909196280662,0.0839191910536147,4.24657730998042e-38,1.70127715911115e-36
"SMCHD1",1409.89401899241,-1.17070460974136,0.0715065164410656,2.53031270519484e-61,8.98993469285146e-59
"DSG2",1494.79549908403,-1.00809308750057,0.0768303796140021,3.70536971400064e-40,1.85282209291565e-38
"FNDC3A",1465.23690632499,-1.13800204254076,0.0873453396941709,7.75087497533407e-40,3.72400580220588e-38
"SKIC3",1539.13752751182,-1.12817670951697,0.0738561683955622,1.08857025988583e-53,2.00185342375794e-51
"SCD",3346.06053542786,1.11159645738972,0.0538166199661359,9.24936796060717e-96,1.78393881194511e-92
"RASSF8",1439.3528729234,-1.26022442925802,0.0870385101204822,9.43602793377145e-49,1.12739657640574e-46
"OSBPL8",1540.35284453505,-1.13417976832381,0.071955375129174,5.40628469471662e-57,1.35167129006239e-54
"CAMSAP2",1556.9120497159,-1.24388920257089,0.084489545931535,2.84930029677485e-50,3.92534727619971e-48
"BOD1L1",1635.81157877288,-1.09575252880157,0.0716112088088748,8.22247246373267e-54,1.57174404157098e-51
"ARHGAP5",1574.87586508517,-1.20862786289258,0.086006151734635,5.23165880661355e-46,4.4145390967556e-44
"C5orf24",1636.42033508292,-1.10194280183287,0.0776994964787178,1.2618992802041e-46,1.13964156174486e-44
"TASOR2",1575.05084758048,-1.40316721979697,0.0890453020671713,1.8037647049231e-57,4.5948353360692e-55
"LPP",1832.60812839659,-1.04489349823423,0.0726835854728072,9.62685717413016e-48,9.77234576751363e-46
"PODXL",2040.48756764525,-1.02259556631775,0.0593612848600629,2.40638465421398e-67,1.20328145246455e-64
"ZNF106",1827.06385549131,-1.03936998135398,0.0751332947405833,2.13216348238215e-44,1.53937642650489e-42
"NF1",1717.15961098106,-1.11724998012892,0.0726415698808905,2.25391691123977e-54,4.61062609373456e-52
"NEDD4",1683.84681588024,-1.16065681849015,0.0907755740951767,1.65595717419533e-38,6.94319186609043e-37
"ARFGEF2",1909.75685260116,-1.01979346852681,0.0785842158479764,2.35024462336622e-39,1.06478700201568e-37
"CRIM1",1703.80685509134,-1.31619134064976,0.0665806307199121,2.60981179642892e-88,3.52350690635869e-85
"DOCK4",1742.23818370759,-1.24011405582277,0.0651094843543437,4.51214788662459e-82,4.35132204409418e-79
"RPL36",5915.16679243652,1.0121959708827,0.124982768523798,7.61169773525166e-17,4.69034829409551e-16
"HIPK2",1809.60745224692,-1.09972675718424,0.0775455450842516,1.27992498033148e-46,1.14438855360631e-44
"IGF2BP3",1760.76458864808,-1.1232304008264,0.13763744882189,2.95002417399398e-17,1.88938692471977e-16
